artist,song,lirik,language,genre,Label
"Awkarin, Young Lex",BAD,"Mereka bilang diriku tak berguna
Tapi sejak remaja, ku tak pernah meminta
Biaya untuk bergaya bukan duit dari orang tua
Lulus sekolah tak mau manja
Ku kerja 'tuk biaya kuliah2011, mereka bertanya (ha-ha)
Nanti besar elo itu mau jadi apa?
Mereka mengejek, mereka mencela
Ini anak nakal, masa depan nggak ada
Memang sekarang aku tak bekerja
Bisnisku lebih dari mereka Yes
Memang gue anak nakal
Seringkali ngomong kasar
Tapi masih batas wajar, wooh Loe semualah yang paling benar
Loe semua nilai kita dari luar
Tatoan tapi tak pakai narkoba
Jangan nilai kami dari covernya I'm bad girl, wooh
Bila kau tak pernah buat dosa
Silahkan hinaku sepuasnya
Kalian semua suci, aku penuh dosa
I'm bad boy, wooh
Kau benciku yang apa adanya
Dan silahkan sukai mereka
Yang berlagak baik di depan kamera I'm bad girl, wooh
Bila kau tak pernah buat dosa
Silahkan hinaku sepuasnya
Kalian semua suci aku penuh dosa
I'm bad boy, wooh
Kau benciku yang apa adanya
Dan silahkan sukai mereka
Yang berlagak baik di depan kamera (okay) Mereka bilang aku penuh drama (drama)
Tak punya bakat, aku vlogger biasa (biasa)
Gak niat 'tuk kenal iseng aja (okay)
Tapi fenomenal, kini kumulai berkarya Namun kuraih cinta yang sebaliknya
Gue matre yang bayarin dia
Padahal bukan itu faktanya
Dasar loe banci, potong aja itunya Gue cuma pengen tetep jadi apa adanya
Daripada disukai tapi munafik aslinya Yes
Memang gue anak nakal
Seringkali ngomong kasar
Tapi masih batas wajarLoe semualah yang paling benar
Loe semua nilai kita dari luar
Tatoan tapi tak pakai narkoba
Jangan nilai kami dari covernya I'm bad girl, wooh
Bila kau tak pernah buat dosa
Silahkan hinaku sepuasnya
Kalian semua suci, aku penuh dosa
I'm bad boy, wooh
Kau benciku yang apa adanya
Dan silahkan sukai mereka
Yang berlagak baik di depan kamera I'm bad girl
Bila kau tak pernah buat dosa
Silahkan hinaku sepuasnya
Kalian semua suci, aku penuh dosa
I'm bad boy, wooh
Kau benciku yang apa adanya
Dan silahkan sukai mereka
Yang berlagak baik di depan kamera (kamera) Dan silahkan sukai mereka
Yang berlagak baik di depan kamera Silahkan hinaku sepuasnya
Kalian semua suci, aku penuh dosa Dan silahkan sukai mereka
Yang berlagak baik di depan kamera Silahkan hinaku sepuasnya
Kalian semua suci, aku penuh dosa
(Penuh dosa, penuh dosa)",indonesian,hiphop,TRUE
Della Puspita,Apa Aja Boleh,"Ku cinta kamu, ku sayang kamu Apa maumu bilang padaku Aku kabulkan permintaanmu Yang penting kamu jadi pacarku
Minta cium boleh, minta peluk boleh Apa aja boleh, semuanya boleh Minta ini boleh, minta itu boleh Apa aja boleh, semuanya boleh
Minta cium boleh, minta peluk boleh Apa aja boleh, semuanya boleh Minta ini boleh, minta itu boleh Apa aja boleh, semuanya boleh
Ku cinta kamu, ku sayang kamu Apa maumu bilang padaku Aku kabulkan permintaanmu Yang penting kamu jadi pacarku
Minta cium boleh, minta peluk boleh Apa aja boleh, semuanya boleh Minta ini boleh, minta itu boleh Apa aja boleh, semuanya boleh
Minta cium boleh, minta peluk boleh Apa aja boleh, semuanya boleh Minta ini boleh, minta itu boleh Apa aja boleh, semuanya boleh",indonesian,dangdut,TRUE
Tuty Wibowo,Hamil Duluan,"Awalnya aku cium-ciuman
Akhirnya aku peluk-pelukan
Tak sadar aku, dirayu setan
Tak sadar aku, ku kebablasanKu hamil duluan, sudah tiga bulan
Gara-gara pacaran tidurnya berduaan
Ku hamil duluan, sudah tiga bulan
Gara-gara pacaran suka gelap-gelapanKu hamil duluan, sudah tiga bulan
Gara-gara pacaran tidurnya berduaan
Ku hamil duluan, sudah tiga bulan
Gara-gara pacaran suka gelap-gelapanO ow, aku hamil duluan
O ow, sudah tiga bulanAwalnya aku cium-ciuman
Akhirnya aku peluk-pelukan
Tak sadar aku, dirayu setan
Tak sadar aku, ku kebablasanKu hamil duluan, sudah tiga bulan
Gara-gara pacaran tidurnya berduaan
Ku hamil duluan, sudah tiga bulan
Gara-gara pacaran suka gelap-gelapanKu hamil duluan, sudah tiga bulan
Gara-gara pacaran tidurnya berduaan
Ku hamil duluan, sudah tiga bulan
Gara-gara pacaran suka gelap-gelapanO ow, aku hamil duluan
O ow, sudah tiga bulan",indonesian,dangdut,TRUE
Ageng Kiwi,Maaf Kamu Hamil Duluan,"Kau yang duluan datang padaku Kau yang duluan menghampiriku Kau yang pegang-pegang malu-malu mau Akhirnya kupun jadi tersipu
Bila semua sudah terlanjur Terlanjur terjadi ya terlanjur Kau hamil duluan padahal pacaran Aku jadi sedih campur senang
Maaf kamu hamil duluan Sudah masuk tiga bulan jalan Kadang aku senang, kadang aku bimbang Aku gak nyangka ku sudah jadi ayah
Tenang tenanglah sayang Aku pasti datang tuk melamar Tak mungkin ku lari dari kenyataan Kamu yang mau, akupun juga mau syalalalala
Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a
Kau yang duluan datang padaku Kau yang duluan menghampiriku Kau yang pegang-pegang malu-malu mau Akhirnya kupun jadi tersipu
Bila semua sudah terlanjur Terlanjur terjadi ya terlanjur Kau hamil duluan padahal pacaran Aku jadi sedih campur senang
Maaf kamu hamil duluan Sudah masuk tiga bulan jalan Kadang aku senang, kadang aku bimbang Aku gak nyangka ku sudah jadi ayah
Tenang tenanglah sayang Aku pasti datang tuk melamar Tak mungkin ku lari dari kenyataan Kamu yang mau, akupun juga mau syalalalala
Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a
Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a Maaf kamu hamil duluan hei hei Maaf kamu hamil duluan ya a a ya a a Nanananananana heiii",indonesian,dangdut,TRUE
Rimba Mustika,Mucikari Cinta,"Tolong, ku tak tahan lagi
Terkurung di sarang mucikari Mati-matian kau mengejar cintaku
Hingga berdarah-darah kau luluhkan hatikuTapi setelah engkau rengkut
Cintaku yang begitu angkuh
Sekarang aku kau biarkan
Aku terjamah orang lainKau malah merasa senang
Heran, aku heran
Aku tak tahan, ingin lari darimu Haa-aa
Haa-aa Rupanya kau sang mucikari
Seorang yang tak punya hati
Awalnya aku dinikahi
Pura-pura ku dicintai
Setelah itu dipaksa ku jual diri Rupanya kau sang mucikari
Seorang yang tak punya hati
Sering engkau paksa diriku
Untuk melayani temanmu
Bila ku menolak, siksaan yang kuterima Tolonglah, aku harus bagaimana?
Agar terlepas dari tangan durjana Mati-matian kau mengejar cintaku
Hingga berdarah-darah kau luluhkan hatiku Tapi setelah engkau rengkut
Cintaku yang begitu angkuh
Sekarang aku kau biarkan
Aku terjamah orang lainKau malah merasa senang
Heran, aku heran
Aku tak tahan, ingin lari darimu",indonesian,dangdut,TRUE
Mozza Kirana,Melanggar Hukum,"Apakah aku telah melanggar hukum Bila mencintai suami orang lain Adakah undang-undang yang melarangnya Katakanlah aku melanggar pasal berapa
Tapi harus bagaimana aku terlanjur cinta Sehingga aku rela walau jadi madunya Andai nanti aku ketahuan istrinya
Apakah aku telah melanggar hukum Bila mencintai suami orang lain
Memang sakit pasti sakit Wanita yang aku rebut suaminya Pasti marah sangat marah Karena ku merusak rumah tangganya 
Aku jahat memang jahatTapi semua apa boleh buat Ku berdosa sungguh bersalah Telah ku rampas kebahagiaannya
Apakah aku telah melanggar hukum Bila mencintai suami orang lain Adakah undang-undang yang melarangnya Katakanlah aku melanggar pasal berapa
Tapi harus bagaimana aku terlanjur cinta Sehingga aku rela walau jadi madunya Andai nanti aku ketahuan istrinya
Apakah aku telah melanggar hukum Bila mencintai suami orang lain
Memang sakit pasti sakit Wanita yang aku rebut suaminya Pasti marah sangat marah Karena ku merusak rumah tangganya
Aku jahat memang jahat Tapi semua apa boleh buat Ku berdosa sungguh bersalah Telah ku rampas kebahagiaannya
Memang sakit pasti sakit Wanita yang aku rebut suaminya Pasti marah sangat marah Karena ku merusak rumah tangganya
Aku jahat memang jahat Tapi semua apa boleh buat Ku berdosa sungguh bersalah Telah ku rampas kebahagiaannya",indonesian,dangdut,TRUE
Sazkia Gotik,1 Jam,"Aku sayang, jantungku deg-degan
Waktu kamu peluk diriku
Aku sayang badanku gemetaran
Waktu kamu kecup keningku
Satu jam saja, bercumbu denganmu
Satu jam saja, ku di manjakanmu
Satu jam saja, ku bercumbu rayu
Satu jam saja, berdua denganmu
Aku di peluknya, aku di manjanya
Aku di rayunya, aku di buainya
Aku di sayangnya, aku di ciumnya
Satu jam saja, oh mesranya
Aku sayang, jantungku deg-degan
Waktu kamu peluk diriku
Aku sayang badanku gemetaran
Waktu kamu kecup keningku
Satu jam saja, bercumbu denganmu
Satu jam saja, ku di manjakanmu
Satu jam saja, ku dibelai kamu
Satu jam saja, berdua denganmu
Aku di peluknya, aku di manjanya
Aku di rayunya, aku di buainya
Aku di sayangnya, aku di ciumnya
Satu jam saja, oh mesranyaAku sayang, jantungku deg-degan
Waktu kamu peluk diriku
Aku sayang badanku gemetaran
Waktu kamu kecup keningku
Satu jam saja, bercumbu denganmu
Satu jam saja, ku di manjakanmu
Satu jam saja, ku di belai kamu
Satu jam saja, berdua denganmu
Aku di peluknya, aku di manjanya
Aku di rayunya, aku di buainya
Aku di sayangnya, aku di ciumnya
Satu jam saja, oh mesranya",indonesian,dangdut,TRUE
Melinda,Aw Aw,"Tadi malam, aw-aw
Ku dibuai, aw-aw
Sayang-sayangan, aw-aw
Mesra-mesraan, aw-awKu dimanja, aw-aw
Ku dicumbu, aw-aw
Basah hatiku, aw-aw
Betapa indah, aw-awWalau cuma satu jam saja
Tapi aku puas rasanya
Rinduku mencairlah sudahOh, melayang-layang serasa terbang
Di atas awan sampai ke surga
Dibuai cinta betapa indahnya
Walaupun hanya satu jam, oh-oh Melayang-layang serasa terbang
Di atas awan sampai ke surga
Dibuai cinta betapa indahnya
Walaupun hanya satu jam, aw-aw Walau cuma satu jam saja
Tapi aku puas rasanya
Rinduku mencairlah sudahOh, melayang-layang serasa terbang
Di atas awan sampai ke surga
Dibuai cinta betapa indahnya
Walaupun hanya satu jam, oh-oh Melayang-layang serasa terbang
Di atas awan sampai ke surga
Dibuai cinta betapa indahnya
Walaupun hanya satu jam, aw-aw Tadi malam, aw-aw
Ku dibuai, aw-aw
Sayang-sayangan, aw-aw
Mesra-mesraan, aw-awKu dimanja, aw-aw
Ku dicumbu, aw-aw
Basah hatiku, aw-aw
Betapa indah, aw-awWalau cuma satu jam saja
Tapi aku puas rasanya
Rinduku mencairlah sudah",indonesian,dangdut,TRUE
Minawati Dewi,Wanita Lubang Buaya,Wanita kamu harus tahu Mengapa lelaki buaya Mau tahu jawabannya Wanita punya lubang buaya Wanita kamu harus bisa Ingatkan pesan orang tua Jangan sampai dekat buaya Nanti kamu jadi korbannya Memang wanita dia punya lubang buaya Wajar saja lelaki mau menggodanya Memang wanita punya satu lubang buayaWalau satu tapi itu sangat berharga,indonesian,dangdut,TRUE
Winner,Kesakitanmu,"Tatap matamu membunuh aku
Di saat dingin malam itu
Peluk tubuhmu terangi aku
Di saat malam-malam gelap Kesaktianmu membungkam mulutku
Menjadi lemah tak berdaya
Ingin kuulangi dosa yang terindah
Yang pernah kita lakukan Haaaa ha haaa
Haaaa ha haaaaaaKau tikam aku dengan cintamu
Dan rasanya manis sekali
Rasanya manis sekali, ih-ih
Kau berikan aku surga dunia
Dan rasa ingin kuulangi
Rasa ingin kuulangi, ih Tatap matamu membunuh aku
Di saat dingin malam itu
Peluk tubuhmu terangi aku
Di saat malam-malam gelap Kesaktianmu membungkam mulutku
Menjadi lemah tak berdaya
Ingin kuulangi dosa yang terindah
Yang pernah kita lakukan Haaaa ha haaa
Haaaa ha haaaaaaKau tikam aku dengan cintamu
Dan rasanya manis sekali
Rasanya manis sekali, ih-ih
Kau berikan aku surga dunia
Dan rasa ingin kuulangi
Rasa ingin kuulangi
Kau tikam aku dengan cintamu
Dan rasanya manis sekali
Rasanya manis sekali, ih-i-ih Kau berikan aku surga dunia
Dan rasa ingin kuulangi
Rasa ingin kuulangiKesaktianmu membungkam mulutku
Menjadi lemah tak berdaya",indonesian,dangdut,TRUE
Paijo Londo,Si Nani,"kau cantik sekali, kau menawan hati
hobi nonton vcd, vcd film komedi
namanya si nani, pandai menghibur diri
nyanyi di kamar mandi, tiga kali dalam sehari

ow ow ow o nani (o nani o nani), hobinya film komedi
ow ow ow o nani (o nani), suka yang geli-geli
ow ow ow o nani (o nani o nani), nyanyi di kamar mandi
ow ow ow o nani (o nani), tiga kali dalam sehari

kau cantik sekali, kau menawan hati
hobi nonton vcd, vcd film komedi
namanya si nani, pandai menghibur diri
nyanyi di kamar mandi, tiga kali dalam sehari

ow ow ow o nani (o nani o nani), hobinya film komedi
ow ow ow o nani (o nani), suka yang geli-geli
ow ow ow o nani (o nani o nani), nyanyi di kamar mandi
ow ow ow o nani (o nani), tiga kali dalam sehari

ow ow ow o nani (o nani o nani), hobinya film komedi
ow ow ow o nani (o nani), suka yang geli-geli
ow ow ow o nani (o nani o nani), nyanyi di kamar mandi
ow ow ow o nani (o nani), tiga kali dalam sehari",indonesian,dangdut,TRUE
Pulpen Band,Izinkan Aku Selingkuh,"Musim telah berganti
Waktu telah berlalu
Tapi ku selalu menantimu
Jika malam minggu datang lagi
Kadang dalam hati terasa iri Melihat teman semua berpasangan
Ingin aku punya pacar baru
Tapi ku sadar ku tak sendiri lagi
Ku tak sendiri lagiIzinkan aku untuk selingkuh
Untuk sementara waktu
Dan bila kau kembali nanti
Selingkuh ini pasti ku akhiri Karena kau yang ku cinta
Karena kau yang terindah
Karena kau yang aku sayang Moga engkau izinkan aku
Dan moga engkau maafkan aku
Maafkan aku",indonesian,dangdut,TRUE
Zilvana,Simpanan,"Malam, seribu malam
Aku diam menunggu kamu
Meski cinta simpananmu
Tapi aku merindukannmu Sayang, terlanjur sayang
Meski engkau ada yang punya
Tapi 'ku tak perduli
Merebut kekasih orangIni cinta bukan warteg, yang
Kamu datang saat kau lapar
Aku butuh belaianmu
Aku butuh pelukanmu
Di setiap waktuIni cinta bukan angkot, yang
Kamu pilih saat kau butuh
Aku butuh ciumanmu
Aku butuh dekapanmu
Di setiap waktuMalam, seribu malam
Aku diam menunggu kamu
Meski cinta simpananmu
Tapi aku merindukannmu Sayang, terlanjur sayang
Meski engkau ada yang punya
Tapi 'ku tak perduli
Merebut kekasih orangIni cinta bukan warteg, yang
Kamu datang saat kau lapar
Aku butuh belaianmu
Aku butuh pelukanmu
Di setiap waktuIni cinta bukan angkot, yang
Kamu pilih saat kau butuh
Aku butuh ciumanmu
Aku butuh dekapanmu
Di setiap waktuIni cinta bukan warteg, yang
Kamu datang saat kau lapar
Aku butuh belaianmu
Aku butuh pelukanmu
Di setiap waktuIni cinta bukan angkot, yang
Kamu pilih saat kau butuh
Aku butuh ciumanmu
Aku butuh dekapanmu
Di setiap waktu",indonesian,dangdut,TRUE
Imey Mey,Cabe cabean,"Orang bilang ABG sekarang

Genit-genit juga kecentilan

Keganjenan, gaya berlebihan

Keluyuran cuma nampang doang
Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, sukanya kelayapan

Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, nongkrong-nongkrong di jalan
Cabe-cabean

Cabe-cabean

Cabe-cabean

Cabe-cabean
Orang bilang ABG sekarang

Genit-genit juga kecentilan

Keganjenan, gaya berlebihan

Keluyuran cuma nampang doang




Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, sukanya kelayapan

Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, nongkrong-nongkrong di jalan
Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, sukanya kelayapan

Cabe-cabean, orang bilang cewek kampungan

Cabe-cabean, nongkrong-nongkrong di jalan",indonesian,dangdut,TRUE
Diora Ariendita,Aku Pengan Dipacarin,"Yank ayank ayank kau di mana
Ku calling calling diam aja
Beb aku cis lagi bete
Ku kangen kangen sama kamu

Seminggu aku dianggurin
Kepala ini puing puing
Aku mengkhayal keterusan
Untuk kasih sayang


Mau mau mau
Aku dipacarin
Pengen pengen
Aku dipacarin

Mau dipacarin pengen dimanjain
Sama kamu aku dicumbuin

Mau mau mau
Aku digituin
Pengen pengen
Aku digituin

Mau di elusin pengen dipegangin
Mari tanganku diremasin

Yank ayank ayank kau di mana
Ku calling calling diam aja
Beb aku cis lagi bete
Ku kangen kangen sama kamu

Seminggu aku dianggurin
Kepala ini puing puing
Aku mengkhayal keterusan
Untuk kasih sayang

Mau mau mau
Aku dipacarin
Pengen pengen
Aku dipacarin

Mau disayangi pengen dimanjain
Sama kamu aku dicumbuin

Mau mau mau
Aku digituin
Pengen pengen
Aku digituin

Mau dielusin pengen dipegangin
Mari tanganku diremasin",indonesian,dangdut,TRUE
Lolita,Gak Jaman Punya Pacar Satu,"Kamu jangan cemburu bila aku denganya

Sedang bercumbu-cumbu
di depanmu waktu itu
Kan aku sudah bilang
cinta tak cukup satu
Bukan hanya dirimu yang ada dalam hatiku

gak jaman punya pacar satu aja
Enggak jaman pacaran harus setia
gak jaman cewek itu harus ngalah

Enggak jaman cewek selalu di bawah


Aku wanita masa kini

Kupunya cinta sana sini
Tidak di jajah laki-laki
Tak akan pernah sakit hati

Aku wanita masa kini
Kupunya cinta sana sini
Tidak di jajah laki-laki
Tak akan pernah sakit hati

Kan aku sudah bilang
cinta tak cuktp satu
Bukan hanya dirimu yang ada dalam hatiku
Kalau kau tidak mau jangan jadi pacarku
Pergi jauh dariku dan aku cari yang baru

gak jaman punya pacar satu aja
Enggak jaman pacaran harus setia
gak jaman cewek itu harus ngalah

Enggak jaman cewek selalu di bawah


Aku wanita masa kini

Kupunya cinta sana sini
Tidak di jajah laki-laki
Tak akan pernah sakit hati

Aku wanita masa kini
Kupunya cinta sana sini
Tidak di jajah laki-laki
Tak akan pernah sakit hati",indonesian,dangdut,TRUE
Shamilia Cahya,Pacar Temenku,"Aku diam-diam
Curi-curi waktu
Dengan si dia
Pacar temanku Aku diam-diam
Menjalin hubungan
Dengan si dia
Selingkuhanku Jangan ah, jangan, jangan
Sampai ketahuan
Kalau aku berkencan dengan pacar temanku
Cumbu-cumbu gituJangan ah, jangan, jangan
Sampai ketahuan
Aku sekedar suka bermain-main cinta
Cumbu-cumbu gitu Tapi ku tak peduli
Andainya dia tahu
Yang penting aku happy
Dengan pacar teman kuAku diam-diam
Curi-curi waktu
Dengan si dia
Pacar temanku Aku diam-diam
Menjalin hubungan
Dengan si dia
Selingkuhanku Jangan ah, jangan, jangan
Sampai ketahuan
Kalau aku berkencan dengan pacar temanku
Cumbu-cumbu gitu Jangan ah, jangan, jangan
Sampai ketahuan
Aku sekedar suka bermain-main cinta
Cumbu-cumbu gitu Tapi ku tak peduli
Andainya dia tahu
Yang penting aku happy
Dengan pacar temanku Jangan ah, jangan, jangan
Sampai ketahuan
Kalau aku berkencan dengan pacar temanku
Cumbu-cumbu gitu Jangan ah, jangan, jangan
Sampai ketahuan
Aku sekedar suka bermain-main cinta
Cumbu-cumbu gitu Jangan ah, jangan, jangan
Sampai ketahuan
Kalau aku berkencan dengan pacar temanku
Cumbu-cumbu gitu Jangan ah, jangan, jangan
Sampai ketahuan
Aku sekedar suka bermain-main cinta
Cumbu-cumbu gitu Akhir sebuah cerita
Aku dipergokinya
Sedang asyik duaan
Dengan pacar temanku Aku diam-diam
Curi-curi waktu
Dengan si dia
Pacar temanku Dulu diam-diam
Kau goda pacarku bercumbu rayu
Di belakangku",indonesian,dangdut,TRUE
Geby Ge,Cowok Oplosan,"Jaman semakin edan
Banyak orang lupa daratan
Apa kiamat sudah dekat
Banyak orang lupakan kodrat
Bodi kamu macho berjambang bertato
Rocker yang sejati suka menari belly
Belah-belah manggis kupas-kupas terong
Kau pacarin gadis ngelonin berondong
Cowok oplosan cewek cowok kamu senggolin
Serong kiri serong ke kanan
Cintanya cinta oplosan
Cowok oplosan cewek cowok kamu colekin
Lelaki setengah sejati
Punya hati srikandi
Cowok oplosan cowok oplosan
Apa korban pergaulan
Cowok oplosan cowok oplosan
Apakah itu bawaan
Jaman semakin edan
Banyak orang lupa daratan
Apa kiamat sudah dekat
Banyak orang lupakan kodrat
Bodi kamu macho berjambang bertato
Rocker yang sejati suka menari belly
Belah-belah manggis kupas-kupas terong
Kau pacarin gadis ngelonin berondong
Cowok oplosan, cewek cowok kamu senggolin
Serong kiri serong ke kanan
Cintanya cinta oplosan
Cowok oplosan cewek cowok kamu colekin
Lelaki setengah sejati
Punya hati srikandi
Cowok oplosan cowok oplosan
Apa korban pergaulan
Cowok oplosan cowok oplosan
Apakah itu bawaan",indonesian,dangdut,TRUE
Baon Cikidap,Lagu Jorok,"i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

ini cerita tentang pahitnya hidup
rejeki kadang datang terkadang makin surut
nyari duit pusing ampe jidat mengkerut
problem terus datang dan terus mengikut

sejuta orang bilang mending gua langsung cabut
ke luar negeri main judi bareng tutut
gua bisa mati bikin lagu asal nyebut
denger lagu ini langsung loe ngajak ribut, gak takut

biarin semua orang bakal benci
gua bakal terus gini ampe gua mati
dimulai dengan hari ini ampe besok pagi
ada aja problem bikin gua kesel lagi dan lagi

berapa kali gua kena tipu
ama temen pakaweng jadi tukang tipu
ampir aja gua seret dia masuk bui
biar badan kurus terus kena sodomi biar mampus

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

yeah yeah come on

ini cerita tentang temen gua Emdy
muka rada tolol punya tampang kaya babi
kerja rodi dua belas jam sehari
seminggu penuh dia terus yang kena maki

sama bos sama temen terus kena cela
emang udah takdir idup dia mau gimana
berharap lahir negro yang keluar china
udah gitu dikasih nama martadinata

kepingin bikin album kagak pernah kesampean
seolah dunia ini kagak kenal kasian
punya temen cewek susah yang ada basian
mesti beli putus ke hotel jam-jaman

gajinya abis buat beli memek doang
motor belum lunas udah kena tabrakan
mabuk korona mukanya langsung merah padam
tidur gaya nombok freestyle Michael Jordan

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

ini cerita tentang temen gua Rudi
orangnya lucu kaya alien planet bumi
sudah keliling kota tapi gak apal jalan
nyulik nyokap temen sampe ke padalarang

temen gua stres sampe ilang ingatan
doi malah tap dance di Plasa Senayan
cukuran rambut mohawk kaya Indian
sekali ngorok bikin bubar tongkrongan

dateng ke kawinan seperti tukang sulap
pake toxedo pingin dateng bareng mucikari
dulu satu tongkrongan juga bareng si Opang
nyokapnya langsung nanya “ngapain kamu telanjang?”

doi tekdim langsung nyerbu Saritem
cewe dia jalang terus dipake aja
daripada pusing diganti sama Nadya
mendingan dia ikutan nikung pacar Hong juga

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua
ngentod ngentod sama loe semua

i say the kontol sama loe semua
ngentod ngentod sama loe semua
i say the kontol sama loe semua

yeah beat to the a to the on this is Baon
yeah
we gonna be to the a to the on is the Baon
yo aku Emcee semenjak mete
beat to the a to the on is the Baon
going down from the heart
mother fucker burn, yeah mother fucker",indonesian,hiphop,TRUE
Ecko Show,Gimme Dat,"udah 2 minggu lamanya kita jadian
tapi nyium aja koq gak pernah kebagian
lo pake alesan jagain kesucian
hari gini masi ada cewek yang ginian

bosen gue kalo cuma pegangan tangan mulu
masi pake gaya orang pacaran jaman dulu
kalo gue rayu elo pasti nolak melulu
mo gituan aja kenapa harus ke penghulu

ga perlu malu-malu, ga usah ragu-ragu
ni gue kasi tau klo gue sayang kamu
mo tunggu apa lagi, mendekatlah kemari
ayo kita maen kuda-kudaan sampe pagi

terserah kamu berapa ronde aku sanggup
ga perlu takut, kenapa kamu harus gugup
pas ku tanya, kenapa ga buka celana
dengan tegas kau bilang “entar hamil mo gimana”

i just wanna pussy, gimme dat pussy
gi..girl gimme dat pussy
i just wanna pussy, gimme dat pussy
gi..girl gimme dat pussy
i just wanna pussy, gimme dat pussy
gi..girl gimme dat pussy
i just wanna pussy, gimme dat pussy
gi..girl gimme dat pussy

cukup lama ku bersabar dengan tingkahmu
setiap hari kau membuat aku menunggu
kasihan anuku, kepengen punyamu
lama-lama bisa kaku trus kencing batu

jangan salahin gue kalo nyari ayam kampus
modal tiga ratus bisa pake sampe mampus
banyak yang mulus-mulus, bisa di elus-elus
daripada ngarepin kamu gue bisa mampus

punya pacar cantik ga bisa ngerasain
indahnya tubuhmu cuma sebatas diliatin
ga bisa dimainin, ga pernah dijilatin
emang dasar kamu cewek yang susah dijinakin

makin gue tahan, malah sakit kepala
kalo gue lawan, napsu makin meraja
entah harus gimana, nyalurinnya kemana
terpaksa onani adalah jalan keluarnya

repeat reff

udah cukup banyak uang gue kebuang
minta ini itu ampe pulsa mingguan
jangan elo pikir itu sekedar sumbangan
tapi itu cicilan biar bisa gituan

hari gini mana ada yang gratisan
idup susah jelas gue itung itungan
liat bodymu gue makin ga nahan
ngertiin say anuku udah mimisan",indonesian,hiphop,TRUE
Anjar OX'S,Temen Ngaku Temen,"Dulu kita sahabat slalu berjabat erat sejak dirilo berhianat gue baik kok elo jahat
sosok depannya malaikat, nggak nyangka elo bener sobat
sirik coba mencekik bagai parasit jangan coba ambil simpatik
trik lo telah gue sidik, tidak tepat elo bidik di belakang licik pacar gue yang cantik pengen lo ambil pengen elo punyain, tidak bisa anjing! tiap hari lo smsin lo telponin lo gombalin dasar temen anjing! di belakang gue kelakuan lo tuh kaya maling.

temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen

sekarang ku sebut bangsat, mantan temanku yang keparat dulu kita memang sahabat tapi dirilu berhianat
emang udah gak laku sobat, sampe-sampe tingkah lu bejat cewe temen sendiri pengen elo miliki kisah di lagu ini mungkin banyak yang mengalami, punya temen gatau diri di kasih hati ko malah nagih, benalu mantan temen gak punya malu, cewe temen ko juga ikut di rayu, aduh gak punya malu hidup cuma jadi benalu, udah cukup tau mending sekarang mati aja deh lo.


temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen
temen ngaku temen, pacar gue lo demen, diem-diem ngaku temen pacar gue lo demen",indonesian,pop,TRUE
